X,Y,OBJECTID_1,year,month,day,hour,minute,second,lat,lon,depth,magnitude,OBJECTID
-13403981.3055,4330936.0862,582,1983,7,25,22,31,39.52,36.22,-120.41,9.1,5.21,582
-13906032.3394,4919856.9636,583,1983,8,24,13,36,28.87,40.37,-124.92,11.9,6.15,583
-13389509.7694,4330936.0873,584,1983,9,9,9,16,13.51,36.22,-120.28,7.2,5.43,584
-14002880.3102,4927165.2685,585,1983,12,20,10,41,0.9,40.42,-125.79,9.5,5.89,585
-13568734.179,4351653.6304,586,1984,1,23,5,40,19.93,36.37,-121.89,8.2,5.12,586
-13946107.3625,4928627.5896,587,1984,2,28,15,16,12.63,40.43,-125.28,4,5.04,587
-13545357.0935,4482406.0143,588,1984,4,24,21,15,18.76,37.31,-121.68,8.5,6.15,588
-13874862.877,4914014.2175,589,1984,8,4,21,45,54.44,40.33,-124.64,20.7,5.33,589
-13203606.2041,4503421.0099,590,1984,11,23,18,8,25.37,37.46,-118.61,10.9,5.79,590
-13203606.2036,4499214.651,591,1984,11,23,19,12,34.7,37.43,-118.61,12.8,5.49,591
-13208058.9843,4502018.7024,592,1984,11,26,16,21,40.83,37.45,-118.65,9,5.12,592
-13226983.3098,4602053.9036,593,1985,1,24,11,27,21.4,38.16,-118.82,13.3,5,593
-13363906.2816,4321281.4955,594,1985,8,4,12,1,56.03,36.15,-120.05,6,6.08,594
-13500829.2842,4411266.5899,595,1986,1,26,19,20,50.93,36.8,-121.28,8.7,5.39,595
-13953899.7483,5105716.1015,596,1986,2,11,1,15,57.25,41.63,-125.35,10,5.3,596
-13546470.2908,4506226.156,597,1986,3,31,11,55,39.8,37.48,-121.69,9.2,5.61,597
-12980967.1477,4028802.6827,598,1986,7,8,9,20,44.56,34,-116.61,10.3,6.02,598
-13121229.7214,3891323.2657,599,1986,7,13,13,47,8.21,32.97,-117.87,6,5.81,599
-13184681.8887,4518858.7872,600,1986,7,20,14,29,45.45,37.57,-118.44,6.8,5.77,600
-13184681.8883,4514646.2273,601,1986,7,21,14,42,26.01,37.54,-118.44,10.6,6.22,601
-13181342.3022,4504823.5065,602,1986,7,21,14,51,8.61,37.47,-118.41,11.5,5.7,602
-13179115.9137,4523073.0449,603,1986,7,21,22,7,16.36,37.6,-118.39,3.1,5.38,603
-13188021.4735,4513242.417,604,1986,7,22,13,48,59.17,37.53,-118.47,12.2,5,604
-13176889.5219,4504823.5069,605,1986,7,31,7,22,39.77,37.47,-118.37,7.3,5.47,605
-13180229.1076,4510435.3621,606,1986,8,1,14,28,18.15,37.51,-118.4,9.5,5.1,606
-13873749.6825,4919856.9672,607,1986,11,21,23,32,58.53,40.37,-124.63,0.4,5.1,607
-13848146.1959,4918395.9577,608,1986,11,21,23,34,18.99,40.36,-124.4,16.1,5.1,608
-12836251.7706,3814614.3944,609,1987,2,7,3,45,14.85,32.39,-115.31,6,5.48,609
-13436263.9599,4295119.4957,610,1987,2,14,7,26,53.42,35.96,-120.7,6,5.2,610
-13845919.8068,4927165.2859,611,1987,7,31,23,56,57.82,40.42,-124.38,17.5,5.99,611
-13144606.8277,4036862.0553,612,1987,10,1,14,42,20.02,34.06,-118.08,9.5,5.89,612
-13146833.2181,4038205.8402,613,1987,10,4,10,59,38.19,34.07,-118.1,8.3,5.21,613
-12889685.1413,3907256.7012,614,1987,11,24,1,54,14.66,33.09,-115.79,10.8,6.04,614
-12896364.3114,3897959.5688,615,1987,11,24,13,15,56.71,33.02,-115.85,11.2,6.51,615
-13504168.8695,4411266.5896,616,1988,2,20,8,39,57.24,36.8,-121.31,9.6,5.03,616
-13218077.7123,4155731.0316,617,1988,6,10,23,6,43.05,34.94,-118.74,6.8,5.37,617
-13552036.2649,4493608.7629,618,1988,6,13,1,45,36.52,37.39,-121.74,9.7,5.01,618
-13569847.3831,4457243.3154,619,1988,6,27,18,43,22.32,37.13,-121.9,13.2,5.3,619
-13173549.9493,4644614.4955,620,1988,9,19,2,56,31.77,38.46,-118.34,9,5,620
-13150172.8041,4048961.8372,621,1988,12,3,11,38,26.45,34.15,-118.13,14.3,5.02,621
-12988759.5132,4026117.4864,622,1988,12,16,5,53,4,33.98,-116.68,8.1,5.03,622
-13573186.9685,4460036.2084,623,1989,8,8,8,13,27.39,37.15,-121.93,14,5.4,623
-13875976.0719,4912554.0712,624,1989,9,21,17,41,18.4,40.32,-124.65,16.9,5.13,624
-13567620.9917,4444684.4179,625,1989,10,18,0,4,15.2,37.04,-121.88,17.3,6.89,625
-13586545.3099,4465624.211,626,1989,10,18,0,41,23.77,37.19,-122.05,15.8,5.1,626
-13838127.4383,4899422.4784,627,1990,1,16,20,8,21.37,40.23,-124.31,13,5.46,627
-13102305.4148,4047616.7843,628,1990,2,28,23,43,36.75,34.14,-117.7,4.5,5.67,628
-13543130.6987,4429354.855,629,1990,4,18,13,53,51.3,36.93,-121.66,5.6,5.4,629
-13545357.0892,4433533.448,630,1990,4,18,15,46,3.45,36.96,-121.68,6.8,5.1,630
-13261492.3563,4586492.2747,631,1990,10,24,6,15,19.51,38.05,-119.13,12.6,5.31,631
-13134588.0738,4065114.957,632,1991,6,28,14,43,54.66,34.27,-117.99,9.2,5.64,632
-13961692.0927,4922779.6326,633,1991,8,3,0,49,3.2,40.39,-125.42,5,5.17,633
-13958352.5298,5116147.0292,634,1991,8,16,22,26,17.21,41.7,-125.39,10,6.27,634
-13830335.0737,4906715.653,635,1991,8,17,19,29,40.55,40.28,-124.24,9.6,6.12,635
-13959465.727,5134055.0735,636,1991,8,17,22,17,14.68,41.82,-125.4,13.5,7.03,636
-13519753.5893,4274509.718,637,1991,9,17,21,10,28.16,35.81,-121.45,6,5.01,637
-13829221.8782,4903797.737,638,1992,3,8,3,43,4.44,40.26,-124.23,11.1,5.45,638
-12948684.4893,4023432.9251,639,1992,4,23,4,50,23.23,33.96,-116.32,12.3,6.15,639
-13829221.8793,4914014.2225,640,1992,4,25,18,6,5.19,40.33,-124.23,10.2,7.15,640
-13867070.5132,4928627.5984,641,1992,4,26,7,41,40.08,40.43,-124.57,19.5,6.45,641
-13896013.5846,4927165.2804,642,1992,4,26,11,18,23.01,40.42,-124.83,14.2,6.6,642
-13849259.3902,4911094.1442,643,1992,6,5,21,46,43.07,40.31,-124.41,20.3,5.17,643
-12962042.8327,4055689.5215,644,1992,6,28,11,57,34.13,34.2,-116.44,1,7.29,644
-12958703.2467,4046271.8971,645,1992,6,28,12,0,44,34.13,-116.41,0,5.77,645
-12948684.4908,4044927.1598,646,1992,6,28,12,1,16.19,34.12,-116.32,6,5.7,646
-12965382.4168,4036862.0675,647,1992,6,28,12,2,16.96,34.06,-116.47,6,5,647
-12959816.4417,4042238.1601,648,1992,6,28,12,2,31.08,34.1,-116.42,6,5,648
-12960929.6369,4044927.1589,649,1992,6,28,12,36,40.77,34.12,-116.43,8.3,5.49,649
-12969835.1998,4074548.2655,650,1992,6,28,12,40,53.57,34.34,-116.51,6,5.41,650
-13007683.8316,4050307.0625,651,1992,6,28,14,43,21.85,34.16,-116.85,11.1,5.53,651
-13005457.4417,4055689.5187,652,1992,6,28,15,5,30.73,34.2,-116.83,5.4,6.49,652
-13014363.0031,4063767.9929,653,1992,6,28,17,5,57.56,34.26,-116.91,7.7,5.26,653
-12931986.5898,4389046.2444,654,1992,6,29,10,14,20.06,36.64,-116.17,13.1,5.73,654
-12957590.0514,4042238.1602,655,1992,6,29,14,8,37.73,34.1,-116.4,10.3,5.69,655
-12956476.8563,4042238.1603,656,1992,6,29,14,13,38.77,34.1,-116.39,11.7,5.38,656
-12943118.513,4011360.1871,657,1992,6,29,16,1,42.79,33.87,-116.27,1.1,5.46,657
-12953137.2701,4028802.6846,658,1992,6,30,14,38,11.72,34,-116.36,1.9,5.13,658
-12964269.2242,4073200.1704,659,1992,7,1,7,40,29.9,34.33,-116.46,6,5.34,659
-12948684.495,4106950.9674,660,1992,7,5,21,18,27.6,34.58,-116.32,6,5.42,660
-13006570.6372,4061074.5289,661,1992,7,9,1,43,57.61,34.24,-116.84,0,5.29,661
-13143493.6437,4192456.7253,662,1992,7,11,18,14,16.16,35.21,-118.07,10.7,5.67,662
-13008797.0271,4055689.5184,663,1992,8,17,20,41,52.12,34.2,-116.86,11.3,5.23,663
-12953137.2707,4036862.0682,664,1992,9,15,8,47,11.29,34.06,-116.36,8.3,5.19,664
-13013249.8087,4074548.2624,665,1992,11,27,16,0,57.49,34.34,-116.9,1.4,5.29,665
-13013249.809,4078593.5137,666,1992,12,4,2,8,57.5,34.37,-116.9,3,5.2,666
-13116776.9831,4464226.9738,667,1993,5,17,23,20,50.1,37.18,-117.83,9.1,6.11,667
-13112324.2021,4457243.3553,668,1993,5,19,14,13,23.41,37.13,-117.79,8.1,5.01,668
-13258152.7376,4184284.9379,669,1993,5,28,4,47,40.6,35.15,-119.1,21.4,5.19,669
-12948684.4899,4032831.6644,670,1993,8,21,1,46,38.4,34.03,-116.32,9.1,5,670
-13584318.9975,5209035.8687,671,1993,9,21,3,28,55.63,42.32,-122.03,10.3,5.96,671
-13587658.5835,5215059.9688,672,1993,9,21,5,45,35.23,42.36,-122.06,10.3,5.94,672
-13582092.6068,5204520.3062,673,1993,12,4,22,15,19.72,42.29,-122.01,6.5,5.41,673
-13195813.8034,4057035.5183,674,1994,1,17,12,30,55.39,34.21,-118.54,18.4,6.65,674
-13190247.8285,4065114.9531,675,1994,1,17,12,31,58.12,34.27,-118.49,6,5.89,675
-13203606.1702,4074548.2491,676,1994,1,17,12,40,36.12,34.34,-118.61,6,5.2,676
-13213624.926,4073200.1529,677,1994,1,17,23,33,30.69,34.33,-118.7,9.8,5.83,677
-13213624.9265,4079942.2386,678,1994,1,18,0,43,8.89,34.38,-118.7,11.3,5.24,678
-13214738.1216,4079942.2386,679,1994,1,19,21,9,28.61,34.38,-118.71,14.4,5.26,679
-13204719.3657,4079942.2392,680,1994,1,19,21,11,44.9,34.38,-118.62,11.3,5.07,680
-13200266.5847,4070504.4449,681,1994,1,29,11,20,35.97,34.31,-118.58,1.1,5.06,681
-13188021.438,4059728.0239,682,1994,3,20,21,20,12.26,34.23,-118.47,13.1,5.29,682
-13990635.1644,4924241.2923,683,1994,9,1,15,15,53.08,40.4,-125.68,10,7,683
-13318265.3161,4694492.8712,684,1994,9,12,12,23,41.96,38.81,-119.64,1.7,5.89,684
-12796176.7443,3772503.3487,685,1994,10,3,14,0,48.63,32.07,-114.95,10,5.22,685
-13838127.4466,4974067.7624,686,1994,12,26,14,10,29.17,40.74,-124.31,23.5,5.48,686
-13975050.4362,4947657.5066,687,1995,2,19,4,3,16.19,40.56,-125.54,10,6.6,687
-13210285.3413,4081291.1389,688,1995,6,26,8,40,28.94,34.39,-118.67,13.3,5.02,688
-13097852.6507,4270392.4734,689,1995,8,17,22,39,58.99,35.78,-117.66,5.6,5.4,689
-13095626.2602,4267648.4847,690,1995,9,20,23,27,36.27,35.76,-117.64,5.4,5.54,690
-13096739.4553,4267648.4847,691,1996,1,7,14,32,53.02,35.76,-117.65,4,5.17,691
-14016238.6741,5128081.9963,692,1996,7,24,20,15,44.79,41.78,-125.91,10,5.68,692
-13096739.4587,4311635.5364,693,1996,11,27,20,17,24.11,36.08,-117.65,1.2,5.09,693
-13845919.8045,4905256.5854,694,1997,1,22,7,17,16.81,40.27,-124.38,23.7,5.68,694
-13004344.254,4159805.6887,695,1997,3,18,15,24,47.72,34.97,-116.82,1.7,5.26,695
-13210285.3411,4078593.4999,696,1997,4,26,10,37,30.67,34.37,-118.67,16.4,5.07,696
-13955012.9333,5019720.1741,697,1997,10,4,10,57,34.01,41.05,-125.36,7.3,5.57,697
-13932749.0313,5012342.3875,698,1997,10,26,10,44,8.3,41,-125.16,5.7,5.35,698
-13160191.6002,4558258.1945,699,1997,11,2,8,51,53.93,37.85,-118.22,6.4,5.34,699
-13095626.2636,4310258.2406,700,1998,3,6,5,47,40.34,36.07,-117.64,1.8,5.2,700
-13093399.8735,4311635.5367,701,1998,3,7,0,36,46.84,36.08,-117.62,1.7,5.04,701
-13224756.9124,4521668.0998,702,1998,6,9,5,24,40.16,37.59,-118.8,7,5.13,702
-13225870.1072,4517454.4085,703,1998,7,15,4,53,19.25,37.56,-118.81,6.2,5.07,703
-13520866.795,4404317.7409,704,1998,8,12,14,10,25.12,36.75,-121.46,9.1,5.17,704
-13626620.3811,4956453.0475,705,1998,11,26,19,49,53.75,40.62,-122.41,23.4,5.37,705
-13947220.5615,4963788.633,706,1998,11,27,0,43,49.06,40.67,-125.29,4.9,5.52,706
-13226983.3019,4513242.4135,707,1999,5,15,13,22,10.66,37.53,-118.82,5.6,5.53,707
-13033287.3531,4493608.8088,708,1999,8,1,16,6,22.05,37.39,-117.08,7.5,5.67,708
-12943118.5195,4108303.106,709,1999,10,16,9,46,44.13,34.59,-116.27,0,7.12,709
-12945344.9106,4120479.6831,710,1999,10,16,9,59,35.2,34.68,-116.29,10.8,5.77,710
-13028834.5392,4061074.5273,711,1999,10,16,9,59,38,34.24,-117.04,6,5.6,711
-12940892.128,4088038.0768,712,1999,10,16,12,57,21.06,34.44,-116.25,2,5.37,712
-13941654.5816,4922779.6348,713,2000,3,16,15,19,56.38,40.39,-125.24,5.5,5.86,713
-13626620.348,4633247.7281,714,2000,9,3,8,36,30.11,38.38,-122.41,9.9,5.17,714
-13946107.3675,4974067.7502,715,2001,1,13,13,8,42.32,40.74,-125.28,5.6,5.54,715
-13018815.7838,4067809.3905,716,2001,2,10,21,5,5.78,34.29,-116.95,9.1,5.13,716
-13121229.7502,4303374.3839,717,2001,7,17,12,7,26.1,36.02,-117.87,3,5.17,717
-13430698.0345,4839820.2965,718,2001,8,10,20,19,26.6,39.82,-120.65,17.8,5.18,718
-13944994.1677,4930090.122,719,2001,9,20,8,2,23,40.44,-125.27,2.4,5.1,719
-12969835.1923,3963195.8892,720,2001,10,31,7,56,16.63,33.51,-116.51,15.2,5.09,720
-12801742.7194,3763311.2475,721,2001,12,8,23,36,10.11,32,-115,7,5.74,721
-12837364.9652,3805389.9132,722,2002,2,22,19,32,41.75,32.32,-115.32,7,5.48,722
-13870410.1048,4985828.5759,723,2002,6,17,16,55,7.52,40.82,-124.6,22.3,5.27,723
-13007683.833,4070504.4583,724,2003,2,22,12,19,10.58,34.31,-116.85,1.2,5.19,724
-13962805.2976,5009392.8356,725,2003,8,15,9,22,14.93,40.98,-125.43,8.6,5.24,725
-13480791.7604,4259420.6235,726,2003,12,22,19,15,56.26,35.7,-121.1,8.1,6.55,726
-13126795.6917,3806707.2424,727,2004,6,15,22,28,48.16,32.33,-117.92,10,5.04,727
-13211398.5766,4580839.3064,728,2004,9,18,23,2,17.75,38.01,-118.68,5.5,5.4,728
-13209172.1866,4582252.2606,729,2004,9,18,23,43,41.79,38.02,-118.66,10.2,5.37,729
-13399528.5207,4275882.4991,730,2004,9,28,17,15,24.25,35.82,-120.37,8.6,5.97,730
-13414000.0583,4293744.2969,731,2004,9,29,17,10,4.03,35.95,-120.5,11.4,5.07,731
-13204719.3757,4217008.3752,732,2004,9,29,22,54,54.24,35.39,-118.62,3.5,5.02,732
-13267058.2972,4167959.4317,733,2005,4,16,19,18,13.55,35.03,-119.18,10.3,5.15,733
-12976514.3631,3965866.4041,734,2005,6,12,15,41,46.54,33.53,-116.57,14.2,5.21,734
-14020691.4458,5055211.879,735,2005,6,15,2,50,54.19,41.29,-125.95,16,7.22,735
-13575413.3681,4565309.4788,736,2005,6,20,18,14,57.64,37.9,-121.95,0.6,5.24,736
-13495263.3034,4347506.9358,737,2005,7,4,7,11,28.11,36.34,-121.23,5.2,5.69,737
-12872987.2153,3916561.2388,738,2005,9,2,1,27,19.81,33.16,-115.64,9.8,5.15,738
-14015125.4828,5157984.7451,739,2006,3,25,20,14,6.77,41.98,-125.9,10,5,739
-12827346.2092,3804072.7132,740,2006,5,24,4,20,26.01,32.31,-115.23,6,5.37,740
-13851485.7799,4906715.6508,741,2006,7,19,11,41,43.45,40.28,-124.43,20.7,5,741
-13900021.0905,4959826.7203,742,2007,2,26,12,19,54.48,40.643,-124.866,0,5.4,742
-13916719.012,4920587.5499,743,2007,5,9,7,50,3.83,40.375,-125.016,0.2,5.4,743
-13895345.6791,5029467.4534,744,2007,6,25,2,32,24.62,41.116,-124.824,3.4,5,744
-13555821.1288,4499775.37,745,2007,10,31,3,4,54.81,37.434,-121.774,10,5.6,745
-12836808.3687,3823318.3126,746,2008,2,9,7,12,5.8,32.456,-115.315,2.9,5.1,746
-12837031.0076,3821075.7852,747,2008,2,11,18,29,31.8,32.439,-115.317,2.7,5.1,747
-12838923.4395,3824901.5278,748,2008,2,12,4,32,37.9,32.468,-115.334,13,5,748
-12837031.0077,3824901.5279,749,2008,2,19,22,41,30.7,32.468,-115.317,10.7,5.1,749
-13351583.2552,4796881.3212,750,2008,4,26,6,40,10.453,39.5231,-119.9393,2.8,5.1,750
-13350547.9838,4796433.9568,751,2008,4,26,6,40,10.61,39.52,-119.93,1.4,5,751
-13747624.6891,4988182.4546,752,2008,4,30,3,3,6.9,40.836,-123.497,29.1,5.4,752
-13109095.9032,4022493.4659,753,2008,7,29,18,42,15.71,33.953,-117.761,14.7,5.5,753
-13873527.0431,4915036.4487,754,2008,10,26,9,27,22.34,40.337,-124.628,21.6,5,754
-12959705.1287,4138498.217,755,2008,12,6,4,18,42.85,34.813,-116.419,7.3,5.1,755
-12882783.3335,3937590.2601,756,2009,3,24,11,55,43.02,33.318,-115.728,5.8,5,756
-13874528.9182,4911094.1415,757,2009,8,7,10,49,34.72,40.31,-124.637,16.9,5,757
-12831465.0316,3813427.9899,758,2009,9,19,22,55,18.5,32.381,-115.267,3,5.2,758
-13119893.9202,4354142.4555,759,2009,10,1,10,1,24.67,36.388,-117.858,5.6,5.1,759
-13120227.8787,4354557.3095,760,2009,10,3,1,16,0.31,36.391,-117.861,0,5.2,760
-13054994.6369,4238604.4755,761,2009,11,16,21,21,30.63,35.548,-117.275,2.2,5.1,761
-12820110.4419,3820811.9872,762,2009,12,30,18,48,57.7,32.437,-115.165,9,5.9,762
-13880651.4965,4961147.1837,763,2010,1,10,0,27,39.32,40.652,-124.692,29.3,6.5,763
-13910596.4398,4925995.5835,764,2010,2,4,20,20,21.97,40.412,-124.961,23.6,5.9,764
-12891688.8891,3850658.4359,765,2010,4,5,11,14,14.88,32.663,-115.808,13.6,5.1,765
-12890909.6524,3847617.5254,766,2010,4,5,13,33,5.4,32.64,-115.801,0,5,766
-12891466.2501,3852245.3086,767,2010,5,8,18,33,11.02,32.675,-115.806,6,5,767
-12887792.7058,3844445.2349,768,2010,5,22,17,30,58.8,32.616,-115.773,3.5,5.1,768
-12904267.994,3855551.9774,769,2010,6,15,4,26,58.48,32.7,-115.921,5.4,5.8,769
-12967497.4819,3951186.199,770,2010,7,7,23,53,33.53,33.42,-116.489,14,5.5,770
-13780241.3099,5033457.8114,771,2012,2,13,21,7,2.77,41.143,-123.79,28.2,5.6,771
-13973714.5993,4922048.881,772,2012,7,21,1,52,1.69,40.385,-125.528,25,5.1,772
-13951784.6571,4925995.579,773,2012,7,21,6,4,21.25,40.412,-125.331,6.1,5.2,773
-12862523.1802,3897826.8083,774,2012,8,26,19,31,22.9,33.019,-115.546,12.3,5.4,774
-12862857.1387,3898490.6366,775,2012,8,26,20,57,58.2,33.024,-115.549,9,5.5,775
-13453629.8072,4343499.9798,776,2012,10,21,6,55,9.5,36.311,-120.856,9.4,5.4,776
-13141601.2443,4583382.7687,777,2013,2,13,0,10,14.27,38.028,-118.053,12.4,5.2,777
-13476283.3788,4893854.1604,778,2013,5,24,3,47,8.1,40.1918,-121.0595,9.7,5.7,778
-13929832.4573,4987108.4126,779,2014,3,10,5,18,13.4,40.8287,-125.1338,16.6,6.8,779
-13126480.3035,4019742.6676,780,2014,3,29,4,9,42.31,33.9325,-117.917167,4.77,5.1,780
-13615748.1368,4609867.1007,781,2014,8,24,10,20,44.07,38.215167,-122.312333,11.12,6.02,781
-14001173.4152,4930382.6483,782,2015,1,1,12,16,14.57,40.442,-125.774667,23.9,5.36,782
-13871152.2303,4912237.7304,783,2015,1,28,21,8,53.71,40.317833,-124.606667,17.17,5.73,783
