X,Y,OBJECTID_1,year,month,day,hour,minute,second,lat,lon,depth,magnitude,OBJECTID
-12946458.1002,4039549.7975,292,1940,5,18,5,3,59.91,34.08,-116.3,6,5.33,292
-12946458.1,4035518.4422,293,1940,5,18,5,51,21.68,34.05,-116.3,6,5.21,293
-12859628.8714,3875411.4925,294,1940,5,19,4,36,42.51,32.85,-115.52,6,6.9,294
-12857402.4811,3872761.6218,295,1940,5,19,4,54,56.18,32.83,-115.5,6,5.15,295
-12857402.4813,3875411.4926,296,1940,5,19,5,51,38.13,32.85,-115.5,6,5.41,296
-12857402.4811,3872761.6218,297,1940,5,19,6,33,21.4,32.83,-115.5,6,5.18,297
-12857402.4811,3872761.6218,298,1940,5,19,6,35,33.45,32.83,-115.5,6,5.18,298
-12947571.2858,3891323.2765,299,1940,6,4,10,35,8.12,32.97,-116.31,6,5.03,299
-13803618.3877,4865942.9971,300,1940,12,20,23,40,42,40,-124,0,5.5,300
-13959465.7076,4968192.6448,301,1941,2,9,9,44,42,40.7,-125.4,0,6.6,301
-13321604.8483,4052997.9498,302,1941,7,1,7,50,55.38,34.18,-119.67,6,5.9,302
-13247020.8475,4865943.0563,303,1941,7,18,3,53,42,40,-119,0,5,303
-13216964.5465,4518858.7844,304,1941,9,14,16,43,31.8,37.57,-118.73,0,5.8,304
-13216964.5465,4518858.7844,305,1941,9,14,18,21,18.7,37.57,-118.73,0,5.5,305
-13216964.5465,4518858.7844,306,1941,9,14,18,39,11.9,37.57,-118.73,0,5.5,306
-13216964.5465,4518858.7844,307,1941,9,14,21,16,1,37.57,-118.73,0,5,307
-13239228.4183,4146229.3252,308,1941,9,21,19,53,8.69,34.87,-118.93,6,5.12,308
-13892673.9991,4924241.3033,309,1941,10,3,16,13,8,40.4,-124.8,0,6.4,309
-13914937.9004,4924241.3007,310,1941,10,6,6,59,0,40.4,-125,0,5,310
-13170210.3125,4000639.5311,311,1941,11,14,8,41,37.23,33.79,-118.31,6,5.12,311
-13216964.5465,4518858.7844,312,1941,12,31,6,48,44,37.57,-118.73,0,5.4,312
-13191361.0727,4664536.6424,313,1942,8,18,21,55,24,38.6,-118.5,0,5,313
-12884119.1648,3891323.2803,314,1942,10,21,16,22,11.56,32.97,-115.74,6,6.4,314
-12857402.4848,3932529.1754,315,1942,10,22,1,50,36.17,33.28,-115.5,6,5.65,315
-13280416.6958,4822443.1535,316,1942,12,3,9,44,42,39.7,-119.3,0,5.9,316
-13347208.3892,4703067.9979,317,1942,12,17,15,7,43,38.87,-119.9,0,5.1,317
-13402868.1517,4783454.6386,318,1943,3,30,21,7,28,39.43,-120.4,0,5.3,318
-13157965.2145,4607718.5012,319,1943,8,9,5,30,4,38.2,-118.2,0,5.5,319
-13016589.3937,4070504.4577,320,1943,8,29,3,45,13.42,34.31,-116.93,6,5.3,320
-12890798.3478,4081291.1612,321,1943,12,22,15,50,28.43,34.39,-115.8,6,5.12,321
-13903805.9482,4909634.4245,322,1944,1,12,15,2,40,40.3,-124.9,0,5.1,322
-13926069.8494,4909634.4221,323,1944,1,16,2,20,29,40.3,-125.1,0,5.1,323
-12993212.2938,4028802.682,324,1944,6,12,10,45,34.67,34,-116.72,6,5.05,324
-12989872.7085,4030145.5171,325,1944,6,12,11,16,35.8,34.01,-116.69,6,5.24,325
-13747958.6537,5041887.2752,326,1945,5,2,19,47,54,41.2,-123.5,0,5,326
-13080041.5436,4450264.3518,327,1945,6,14,3,30,13,37.08,-117.5,0,5,327
-12869647.6299,3916561.2391,328,1945,8,15,17,56,18.35,33.16,-115.61,6,5.76,328
-12920854.6046,3912572.6689,329,1946,1,8,18,54,21.19,33.13,-116.07,6,5.3,329
-13125682.5277,4264905.1832,330,1946,3,15,13,21,1.77,35.74,-117.91,6,5.44,330
-13124569.3322,4260791.5263,331,1946,3,15,13,49,36.84,35.71,-117.9,6,6,331
-13098965.845,4260791.5283,332,1946,3,15,14,0,36.69,35.71,-117.67,6,5.19,332
-13117890.1615,4259420.652,333,1946,3,15,19,18,54.52,35.7,-117.84,6,5.44,333
-13142380.4537,4259420.65,334,1946,3,15,21,54,35.39,35.7,-118.06,6,5.04,334
-13124569.3629,4621893.6147,335,1946,3,17,14,45,53,38.3,-117.9,0,5,335
-13115663.772,4269020.3913,336,1946,3,18,15,50,42.93,35.77,-117.82,6,5.23,336
-13525319.6272,4938869.9345,337,1946,7,7,6,55,15,40.5,-121.5,0,5,337
-12913062.2509,4096139.7135,338,1946,7,18,14,27,59.42,34.5,-116,6,5.48,338
-13430697.9875,4332316.0165,339,1947,2,5,6,14,0,36.23,-120.65,0,5,339
-12965382.4256,4163881.8254,340,1947,4,10,15,58,4.63,35,-116.47,6,6.5,340
-12980967.1572,4165240.8676,341,1947,4,10,16,2,59.29,35.01,-116.61,6,5.02,341
-13881542.0484,4924241.3045,342,1947,5,27,20,59,0,40.4,-124.7,0,5.2,342
-12966495.6116,4031488.5118,343,1947,7,24,22,10,46.93,34.02,-116.48,6,5.3,343
-12959816.4412,4035518.4413,344,1947,7,25,6,19,49.56,34.05,-116.42,6,5.23,344
-13937201.8016,4924241.2983,345,1947,9,23,13,52,55,40.4,-125.2,0,5.3,345
-13303793.7174,3909914.3575,346,1947,11,18,21,59,4.75,33.11,-119.51,6,5,346
-13203606.1543,3826484.9324,347,1948,2,24,8,15,10.24,32.48,-118.61,6,5.21,347
-13881542.0502,4938869.8951,348,1948,8,18,19,11,57,40.5,-124.7,0,5,348
-12938665.7338,4028802.6856,349,1948,12,4,23,43,14.75,34,-116.23,0,6,349
-13367245.9106,4800764.1288,350,1948,12,29,12,53,28,39.55,-120.08,0,6,350
-13107871.4211,4450264.3493,351,1949,2,11,21,5,24,37.08,-117.75,0,5.6,351
-13523093.1884,4441895.5785,352,1949,3,9,12,28,39,37.02,-121.48,0,5.2,352
-14026257.4212,5056693.5273,353,1949,3,24,20,56,56,41.3,-126,0,6.2,353
-12876326.8077,4027460.0129,354,1949,5,2,11,25,46.31,33.99,-115.67,6,5.71,354
-12983193.5226,3781702.4781,355,1949,11,4,20,42,38.53,32.14,-116.63,6,5.66,355
-13521980.0411,4931552.9185,356,1950,3,20,15,22,17,40.45,-121.47,0,5.5,356
-12857402.4833,3908585.4688,357,1950,7,28,17,50,47.05,33.1,-115.5,6,5.32,357
-12876326.8003,3911243.4524,358,1950,7,29,14,36,32.01,33.12,-115.67,6,5.41,358
-13366132.7234,4877575.2469,359,1950,12,14,13,24,19,40.08,-120.07,0,5.6,359
-12805082.3102,3860844.5823,360,1951,1,24,7,16,52.88,32.74,-115.03,6,5.94,360
-13948333.7532,4934479.024,361,1951,4,1,19,21,8,40.47,-125.3,0,5,361
-13489697.3308,4380725.4557,362,1951,7,29,10,53,45,36.58,-121.18,0,5,362
-13859278.1449,4902339.0991,363,1951,10,8,4,10,35,40.25,-124.5,0,6,363
-13167983.9149,3886016.9358,364,1951,12,26,0,46,54.94,32.93,-118.29,6,5.74,364
-13200266.6201,4518858.7859,365,1951,12,28,2,49,27,37.57,-118.58,0,5.2,365
-13333850.056,4782013.5352,366,1952,5,9,15,31,32,39.42,-119.78,0,5.1,366
-13249247.1752,4161164.2161,367,1952,7,21,11,52,14.27,34.98,-119.02,6,7.5,367
-13254813.1509,4163881.8042,368,1952,7,21,12,5,31.07,35,-119.07,6,6.3,368
-13226983.2738,4166600.059,369,1952,7,21,12,19,36.02,35.02,-118.82,6,5.19,369
-13189134.6415,4177479.7293,370,1952,7,21,12,22,1.77,35.1,-118.48,6,5.18,370
-13228096.4703,4185646.4846,371,1952,7,21,19,41,21.9,35.16,-118.83,6,5.23,371
-13200266.5953,4217008.3755,372,1952,7,23,0,38,32.05,35.39,-118.58,6,5.7,372
-13204719.3756,4215642.9598,373,1952,7,23,3,19,22.36,35.38,-118.62,6,5.07,373
-13225870.0785,4163881.8063,374,1952,7,23,7,53,18.11,35,-118.81,6,5.56,374
-13224756.8854,4189732.1226,375,1952,7,23,13,17,5.43,35.19,-118.8,6,5.8,375
-13238115.2241,4158447.292,376,1952,7,23,18,13,50.76,34.96,-118.92,14.5,5.11,376
-13192474.2293,4211547.7296,377,1952,7,25,19,9,44.23,35.35,-118.51,0,5.8,377
-13190247.8388,4207454.0192,378,1952,7,25,19,43,22.91,35.32,-118.49,0,6,378
-13232549.2527,4212912.6345,379,1952,7,29,7,3,46.4,35.36,-118.87,6,6.3,379
-13228096.4728,4218373.9583,380,1952,7,29,8,1,46.01,35.4,-118.83,6,5.18,380
-13190247.8382,4200634.5416,381,1952,7,31,12,9,9.37,35.27,-118.49,6,5.5,381
-13258152.7367,4170678.683,382,1952,8,7,16,31,50.65,35.05,-119.1,6,5.03,382
-13240341.6182,4211547.7259,383,1952,8,22,22,41,23.19,35.35,-118.94,1,5.51,383
-13850372.5835,4895049.1572,384,1952,9,22,11,41,25,40.2,-124.42,0,5.2,384
-13499716.0773,4267648.4529,385,1952,11,22,7,46,37.13,35.76,-121.27,6,6.2,385
-13356113.9492,4695921.5537,386,1953,3,22,5,19,0,38.82,-119.98,0,5,386
-12861855.2611,3864815.5871,387,1953,6,14,4,17,25.94,32.77,-115.54,6,5.5,387
-13356113.9594,4797877.1395,388,1953,9,26,3,34,29,39.53,-119.98,0,5.3,388
-13253699.9556,4162522.9269,389,1954,1,12,23,33,48.65,34.99,-119.06,4.1,5.7,389
-12841817.7459,3809342.3878,390,1954,2,1,4,31,59.92,32.35,-115.36,6,5.48,390
-12920854.6059,3933860.8225,391,1954,3,19,9,54,27.99,33.29,-116.07,6,6.4,391
-12923080.9954,3921881.4483,392,1954,3,19,10,21,16.29,33.2,-116.09,6,5.48,392
-13537564.723,4425177.9064,393,1954,4,25,20,33,28,36.9,-121.61,0,5.6,393
-13247020.785,4161164.2162,394,1954,5,23,23,52,43.07,34.98,-119,14.8,5.03,394
-13194700.6695,4782013.5493,395,1954,7,6,11,13,20,39.42,-118.53,0,6.6,395
-13194700.6695,4782013.5493,396,1954,7,6,11,49,0,39.42,-118.53,0,5.7,396
-13194700.6695,4782013.5493,397,1954,7,6,13,15,11,39.42,-118.53,0,5.2,397
-13191361.0824,4764736.3216,398,1954,7,6,22,7,41,39.3,-118.5,0,6.4,398
-13191361.0824,4764736.3216,399,1954,7,8,19,31,57,39.3,-118.5,0,5.3,399
-13191361.0824,4764736.3216,400,1954,7,12,16,5,25,39.3,-118.5,0,5.1,400
-13191361.0824,4764736.3216,401,1954,7,30,2,0,10,39.3,-118.5,0,5.1,401
-13191361.0824,4764736.3216,402,1954,8,2,10,18,53,39.3,-118.5,0,5.4,402
-13185795.1109,4805096.1937,403,1954,8,24,5,51,32,39.58,-118.45,0,6.8,403
-13191361.0852,4793548.2295,404,1954,8,24,5,57,46,39.5,-118.5,0,5.2,404
-13157965.2338,4807985.2694,405,1954,8,31,22,20,32,39.6,-118.2,0,6.3,405
-13157965.2338,4807985.2694,406,1954,9,1,5,18,46,39.6,-118.2,0,5.5,406
-13985069.1869,4905256.57,407,1954,11,25,11,16,35,40.27,-125.63,0,6.5,407
-13157965.2297,4767613.8032,408,1954,12,16,11,7,13,39.32,-118.2,0,7.1,408
-13135701.3304,4793548.2351,409,1954,12,16,11,11,29,39.5,-118,0,6.8,409
-13135701.3304,4793548.2351,410,1954,12,16,11,50,36,39.5,-118,0,5,410
-13135701.3304,4793548.2351,411,1954,12,16,11,57,30,39.5,-118,0,5,411
-13157965.2297,4767613.8032,412,1954,12,16,13,15,3,39.32,-118.2,0,5,412
-13157965.2324,4793548.2328,413,1954,12,16,14,16,57,39.5,-118.2,0,5.8,413
-13135701.3304,4793548.2351,414,1954,12,16,14,24,10,39.5,-118,0,5.3,414
-13157965.2324,4793548.2328,415,1954,12,16,15,9,42,39.5,-118.2,0,5.1,415
-13135701.3304,4793548.2351,416,1954,12,17,20,27,6,39.5,-118,0,5,416
-13135701.3377,4865943.068,417,1954,12,20,17,36,47,40,-118,0,5,417
-13779128.1112,5002022.8959,418,1954,12,21,19,56,29,40.93,-123.78,0,6.6,418
-13135701.3233,4721672.3362,419,1955,1,1,12,13,54,39,-118,0,5.1,419
-13135701.3233,4721672.3362,420,1955,1,9,9,10,50,39,-118,0,5,420
-13163531.2003,4717376.0007,421,1955,6,19,19,20,0,38.97,-118.25,0,5.2,421
-13191361.0781,4721672.3307,422,1955,6,19,19,25,16,39,-118.5,0,5,422
-13210285.3857,4626149.948,423,1955,8,8,10,35,35,38.33,-118.67,0,5.2,423
-13556489.0451,4490806.9557,424,1955,9,5,2,1,18,37.37,-121.78,0,5.5,424
-13586545.3198,4575189.3823,425,1955,10,24,4,10,44,37.97,-122.05,0,5.4,425
-13460754.2522,4300622.038,426,1955,11,2,19,40,6,36,-120.92,0,5.2,426
-13144606.89,4782013.5543,427,1955,11,21,20,25,33,39.42,-118.08,0,5.5,427
-12855176.0919,3889996.4752,428,1955,12,17,6,7,28.18,32.96,-115.48,6,5.26,428
-13185795.1106,4800764.1473,429,1956,7,26,9,53,17,39.55,-118.45,0,5.1,429
-14000653.9243,4963788.627,430,1956,10,11,16,48,50,40.67,-125.77,0,6,430
-13410660.4729,4293744.2972,431,1956,11,16,3,23,9,35.95,-120.47,0,5,431
-13239228.4571,4614803.6109,432,1956,12,31,17,37,45,38.25,-118.93,0,5,432
-13243681.2379,4619057.0204,433,1956,12,31,17,39,24,38.28,-118.97,0,5.1,433
-13634412.7041,4532912.8845,434,1957,3,22,19,44,21,37.67,-122.48,8.5,5.3,434
-12880779.5806,3909914.3841,435,1957,4,25,21,57,37.7,33.11,-115.71,6,5.18,435
-12879666.3857,3912572.6716,436,1957,4,25,22,24,10.54,33.13,-115.7,6,5.19,436
-12884119.1587,3786962.3052,437,1958,12,1,3,21,17.09,32.18,-115.74,6,5.77,437
-12898590.6941,3771189.7552,438,1958,12,1,6,2,29.61,32.06,-115.87,6,5.4,438
-13536451.5288,4436320.0921,439,1959,3,2,23,27,17,36.98,-121.6,30,5.3,439
-13137927.7219,4807985.2715,440,1959,3,23,7,10,20,39.6,-118.02,0,6.3,440
-13380604.2542,4825337.2349,441,1959,4,1,18,18,30,39.72,-120.2,0,5.6,441
-13226983.3224,4733138.1297,442,1959,6,23,14,35,0,39.08,-118.82,0,6.1,442
-13224756.9324,4736006.6111,443,1959,6,23,15,4,34,39.1,-118.8,0,5.5,443
-13948333.7643,5031536.3099,444,1959,7,24,1,23,9,41.13,-125.3,0,5.8,444
-13196927.0322,4488005.9277,445,1959,8,4,7,36,59,37.35,-118.55,0,5.2,445
-13961692.0913,4909634.4181,446,1959,12,5,8,13,42,40.3,-125.42,0,5.1,446
-13517527.2102,4408486.5057,447,1960,1,20,3,25,53,36.78,-121.43,0,5,447
-13216964.5459,4511838.7926,448,1960,6,5,7,47,7,37.52,-118.73,0,5.2,448
-13901579.5665,4985828.5723,449,1960,6,6,1,17,48,40.82,-124.88,0,5.7,449
-13920503.8946,5089347.5029,450,1960,12,27,10,35,26,41.52,-125.05,61,5.4,450
-13141267.2591,4266276.7454,451,1961,1,28,8,12,46.08,35.75,-118.05,6,5.05,451
-13205832.5941,4502018.7027,452,1961,2,2,0,4,16,37.45,-118.63,0,5.3,452
-13210285.3741,4497812.9055,453,1961,2,2,0,7,42,37.42,-118.67,0,5.1,453
-13887108.0203,4892134.6815,454,1961,4,6,4,4,45,40.18,-124.75,0,5.1,454
-13503055.6729,4394596.9585,455,1961,4,9,7,23,16,36.68,-121.3,0,5.5,455
-13503055.6732,4397373.4218,456,1961,4,9,7,25,41,36.7,-121.3,0,5.5,456
-13180229.1556,4997603.6634,457,1961,7,4,4,56,0,40.9,-118.4,0,5.4,457
-13202493.0456,4884852.3321,458,1961,7,4,11,9,11,40.13,-118.6,0,5,458
-13113437.383,4282748.9755,459,1961,10,19,5,9,44.39,35.87,-117.8,4.3,5.13,459
-13297114.6015,4610551.9508,460,1962,4,13,15,38,51.9,38.22,-119.45,6,5.1,460
-13950560.1402,4905256.5739,461,1962,4,14,7,53,14.7,40.27,-125.32,0,5.4,461
-13727921.1092,4731704.144,462,1962,6,6,17,50,6.2,39.07,-123.32,5,5.2,462
-13972824.044,4928627.5866,463,1962,7,14,19,43,46.2,40.43,-125.52,30,5.1,463
-13840353.8558,5138537.3392,464,1962,8,23,19,29,13.1,41.85,-124.33,2,5.6,464
-13539791.1128,4421002.5991,465,1963,9,14,19,46,17,36.87,-121.63,0,5.4,465
-13026608.1438,3983239.8361,466,1963,9,23,14,41,53.03,33.66,-117.02,1.8,5.29,466
-13224756.9268,4678790.5444,467,1964,3,22,16,30,55.9,38.7,-118.8,0,5.5,467
-13146833.2701,4678790.5519,468,1964,10,23,13,57,5,38.7,-118.1,0,5.3,468
-13546470.2856,4447473.9978,469,1964,11,16,2,46,41.7,37.06,-121.69,0,5,469
-14003993.5067,4938869.8814,470,1965,9,16,4,10,8,40.5,-125.8,33,5,470
-12959816.4472,4123187.3843,471,1965,9,25,17,43,43.48,34.7,-116.42,6,5.15,471
-13388396.5698,4274509.7285,472,1966,6,28,4,26,16.1,35.81,-120.27,6,6,472
-13375038.2743,4782013.5311,473,1966,9,12,16,41,1.9,39.42,-120.15,0,6,473
-13375038.2743,4782013.5311,474,1966,9,12,17,20,11,39.42,-120.15,0,5.3,474
-13881542.0502,4938869.8951,475,1967,12,10,12,6,52.2,40.5,-124.7,0,5.6,475
-13556489.0405,4439107.4664,476,1967,12,18,17,24,32,37,-121.78,0,5.3,476
-12923080.9951,3917891.0613,477,1968,4,9,2,28,58.65,33.17,-116.09,15,6.6,477
-12917515.0191,3909914.3818,478,1968,4,9,3,3,53.5,33.11,-116.04,5,5.2,478
-12924194.1897,3908585.4647,479,1968,4,9,7,3,51.92,33.1,-116.1,6,5.08,479
-13833674.658,4899422.479,480,1968,6,26,1,42,20.8,40.23,-124.27,0,5.4,480
-13322718.0432,4050307.0407,481,1968,7,5,0,45,17.94,34.16,-119.68,4.8,5.04,481
-12954250.4585,3925873.2008,482,1969,4,28,23,20,45.24,33.23,-116.37,6,5.47,482
-13657789.8112,4646036.1756,483,1969,10,2,4,56,46.5,38.47,-122.69,0,5.6,483
-13657789.8111,4644614.4492,484,1969,10,2,6,19,57.1,38.46,-122.69,0,5.7,484
-13510848.0138,4075896.4836,485,1969,10,22,22,51,32.14,34.35,-121.37,6,5.11,485
-13525319.5527,4116419.3139,486,1969,11,5,17,54,8.06,34.65,-121.5,6,5.46,486
-13083381.0993,4065114.9606,487,1970,9,12,14,30,52.92,34.27,-117.53,7.6,5.22,487
-13923843.4565,4884852.2547,488,1970,9,13,21,10,21,40.13,-125.08,0,5.4,488
-13176889.4887,4085338.8085,489,1971,2,9,14,0,41.92,34.42,-118.37,8.9,6.6,489
-13176889.4887,4085338.8085,490,1971,2,9,14,1,12.45,34.42,-118.37,6,5.8,490
-13176889.4887,4085338.8085,491,1971,2,9,14,2,45.74,34.42,-118.37,6,5.8,491
-13176889.4887,4085338.8085,492,1971,2,9,14,10,29.04,34.42,-118.37,6,5.3,492
-13896013.5822,4905256.5799,493,1971,2,27,0,31,37.7,40.27,-124.83,0,5.2,493
-12891911.531,3897959.5691,494,1971,9,30,22,46,11.41,33.02,-115.81,6,5.01,494
-13493036.9161,4380725.4555,495,1972,2,24,15,56,51,36.58,-121.21,7.5,5.1,495
-13942767.7813,4963788.6335,496,1972,3,1,9,28,42,40.67,-125.25,0,5.2,496
-13252586.751,4027459.9874,497,1973,2,21,14,45,56.46,33.99,-119.05,10,5.9,497
-13299340.9444,4022090.8559,498,1973,8,6,23,29,16.63,33.95,-119.47,15,5.14,498
-13829221.8782,4903797.737,499,1973,8,9,2,18,25.8,40.26,-124.23,2,5.1,499
-13870410.1014,4956453.0203,500,1973,12,21,19,12,43.5,40.62,-124.6,30,5.2,500
-13965031.7033,5143021.6782,501,1974,3,3,11,37,36.8,41.88,-125.45,33,5.1,501
-13930522.6315,4927165.2766,502,1974,7,3,5,0,58.6,40.42,-125.14,12,5.4,502
-13934975.411,4919856.9604,503,1974,7,13,11,9,57.5,40.37,-125.18,1,5,503
-13521979.9922,4427962.3579,504,1974,11,28,23,1,24.56,36.92,-121.47,6.1,5.37,504
-13965031.6782,4925703.1754,505,1975,1,28,13,53,16.4,40.41,-125.45,10,5,505
-12967608.8112,4097490.5488,506,1975,6,1,1,38,48.74,34.51,-116.49,0.1,5.28,506
-13834787.8581,4944727.4407,507,1975,6,7,8,46,23.51,40.54,-124.28,23.6,5.31,507
-13531998.7812,4783454.6254,508,1975,8,1,20,20,4.72,39.43,-121.56,8.4,6.1,508
-13408434.0883,4362719.3376,509,1975,8,3,6,35,17.66,36.45,-120.45,18.8,5.23,509
-13419566.0341,4300622.0412,510,1975,9,13,21,20,58.99,36,-120.55,11.2,5.07,510
-12870760.8248,3911243.4528,511,1976,11,4,10,41,37.78,33.12,-115.62,4.6,5.06,511
-13993974.7644,5055211.8822,512,1976,11,26,11,19,25.2,41.29,-125.71,15,6.69,512
-13408434.1514,5012342.4472,513,1976,11,27,2,49,47,41,-120.45,5,5,513
-12777252.4267,3760686.2238,514,1976,12,7,12,59,56.3,31.98,-114.78,8,5.7,514
-14020691.4544,5128081.9957,515,1976,12,23,9,38,58.4,41.78,-125.95,15,5.5,515
-13279303.4835,4647458.1355,516,1977,2,22,6,24,6.5,38.48,-119.29,5,5,516
-13721241.9437,4780572.592,517,1977,11,22,21,15,53.3,39.41,-123.26,15.5,5.21,517
-12836251.7696,3797488.8888,518,1978,5,5,21,3,15.77,32.26,-115.31,10,5.03,518
-13326057.6298,4070504.4361,519,1978,8,13,22,54,52.91,34.31,-119.71,18,5.78,519
-13337189.6326,4694492.8693,520,1978,9,4,21,54,52.5,38.81,-119.81,14,5.2,520
-13213624.9606,4511838.7929,521,1978,10,4,16,42,47.75,37.52,-118.7,5,5.44,521
-13999540.7292,4963788.6271,522,1978,10,15,15,36,50.2,40.67,-125.76,26.1,5.33,522
-13911598.3159,4931552.8755,523,1978,10,15,19,55,17.07,40.45,-124.97,46,5.56,523
-13933862.2177,4935942.4289,524,1978,10,16,4,23,5.81,40.48,-125.17,56,5.53,524
-14009559.4839,4956453.0046,525,1978,12,3,6,48,7.6,40.62,-125.85,98.5,5.02,525
-13211398.5323,4020748.9742,526,1979,1,1,23,14,38.94,33.94,-118.68,11.3,5.2,526
-13839240.6437,4993186.2938,527,1979,2,3,9,58,17.07,40.87,-124.32,23.6,5.13,527
-13366132.7224,4867396.3232,528,1979,2,22,15,57,28.1,40.01,-120.07,17,5,528
-12962042.834,4073200.1705,529,1979,3,15,21,7,16.53,34.33,-116.44,2.5,5.51,529
-13919390.6929,5033014.3426,530,1979,4,7,6,18,54.09,41.14,-125.04,5,5.35,530
-13927183.0522,4979946.3904,531,1979,8,1,10,50,51.52,40.78,-125.11,45,5.86,531
-13526432.7747,4453055.3628,532,1979,8,6,17,5,22.91,37.1,-121.51,8.9,5.74,532
-13285982.6506,4610551.9518,533,1979,10,7,20,54,41.5,38.22,-119.35,11,5.2,533
-12837364.9674,3843652.2981,534,1979,10,15,23,16,53.44,32.61,-115.32,12.3,6.51,534
-12850723.31,3864815.5878,535,1979,10,15,23,19,29.98,32.77,-115.44,9.2,5.2,535
-12861855.2624,3886016.9548,536,1979,10,16,5,49,10.18,32.93,-115.54,10.4,5.1,536
-12861855.2624,3886016.9548,537,1979,10,16,6,19,48.68,32.93,-115.54,9.2,5.14,537
-12864081.6532,3896632.0121,538,1979,10,16,6,58,42.79,33.01,-115.56,9.1,5.61,538
-13874862.8792,4933015.8471,539,1979,10,24,15,23,51.52,40.46,-124.64,26.8,5.04,539
-13555375.8559,4556848.4678,540,1980,1,24,19,0,8.63,37.84,-121.77,14.7,5.81,540
-13556489.0506,4552620.5424,541,1980,1,24,19,1,1.53,37.81,-121.78,7.1,5.1,541
-13548696.6843,4544169.8424,542,1980,1,27,2,33,35.32,37.75,-121.71,14.7,5.18,542
-12974287.9729,3964531.0694,543,1980,2,25,10,47,38.7,33.52,-116.55,6,5.1,543
-13928296.2413,4925703.1794,544,1980,3,3,14,17,3.85,40.41,-125.12,11.6,5.47,544
-13228096.4977,4521668.0995,545,1980,5,25,16,33,44,37.59,-118.83,9,6.19,545
-13238115.2546,4532912.9204,546,1980,5,25,16,49,26.81,37.67,-118.92,10.7,6,546
-13226983.3017,4511838.7917,547,1980,5,25,19,44,50.24,37.52,-118.82,17.2,5.88,547
-13229209.6931,4525883.4893,548,1980,5,25,20,35,47.93,37.62,-118.84,6.6,5.7,548
-13226983.3027,4523073.0407,549,1980,5,25,20,59,22.37,37.6,-118.82,16.5,5,549
-13232549.2777,4517454.4079,550,1980,5,26,12,24,24.83,37.56,-118.87,10.8,5.1,550
-13233662.4722,4511838.7912,551,1980,5,26,18,57,55.52,37.52,-118.88,4.4,5.7,551
-13225870.1064,4509032.1124,552,1980,5,27,14,50,56.81,37.5,-118.81,15.9,5.85,552
-12799516.3307,3792224.4427,553,1980,6,9,3,28,18.9,32.22,-114.98,5,6.33,553
-13210285.3811,4576601.6008,554,1980,6,29,7,46,14.1,37.98,-118.67,15,5,554
-13233662.4728,4517454.4078,555,1980,8,1,16,38,55.88,37.56,-118.88,6.8,5.21,555
-13198040.2359,4586492.2807,556,1980,9,7,1,30,42.7,38.05,-118.56,14,5.1,556
-13200266.626,4583665.4081,557,1980,9,7,4,36,38.3,38.03,-118.58,15,5.27,557
-13871523.304,5022672.8691,558,1980,11,8,10,27,33.37,41.07,-124.61,15.1,7.3,558
-13885994.8263,4902339.0961,559,1980,11,8,11,20,38.7,40.25,-124.74,15,5,559
-13890447.6111,4943262.7217,560,1980,11,8,23,7,10.4,40.53,-124.78,15,5,560
-13952786.5341,4938869.8872,561,1980,11,9,4,9,8.8,40.5,-125.34,15,5,561
-13406207.735,4764736.3,562,1980,11,28,18,21,13.1,39.3,-120.43,5,5.2,562
-13887108.0389,5056693.5438,563,1980,12,24,13,29,31.65,41.3,-124.75,3.2,5.5,563
-13165757.5794,4599222.7791,564,1980,12,28,22,58,8.7,38.14,-118.27,23,5,564
-12870760.8245,3908585.468,565,1981,4,26,12,9,28.29,33.1,-115.62,18.8,5.9,565
-13260379.1129,3969873.3171,566,1981,9,4,15,50,48.7,33.56,-119.12,6,5.84,566
-13232549.278,4520263.3467,567,1981,9,30,11,53,26.17,37.58,-118.87,5.6,5.6,567
-13990635.1644,4924241.2923,568,1982,1,13,12,26,21.58,40.4,-125.68,5,5.45,568
-13930522.6423,5022672.8624,569,1982,2,6,12,2,2.38,41.07,-125.14,9.2,5.49,569
-13153512.4296,4558258.1951,570,1982,9,24,7,40,24.43,37.85,-118.16,7.5,5.34,570
-13108984.6012,4264905.1846,571,1982,10,1,14,29,1.7,35.74,-117.76,3.8,5.12,571
-13402868.1111,4340599.3232,572,1982,10,25,22,26,4.22,36.29,-120.4,6,5.44,572
-13234775.6689,4528694.6939,573,1983,1,7,1,38,10.36,37.64,-118.89,7.9,5.35,573
-13239228.4491,4527288.9964,574,1983,1,7,3,24,18.92,37.63,-118.93,13,5.28,574
-13393962.5498,4332316.0195,575,1983,5,2,23,42,38.13,36.23,-120.32,10,6.34,575
-13390622.9646,4332316.0198,576,1983,5,2,23,46,6,36.23,-120.29,8,5.7,576
-13391736.1598,4335076.4143,577,1983,5,9,2,49,11.53,36.25,-120.3,13.2,5.2,577
-13963918.484,4933015.837,578,1983,5,29,6,55,33.13,40.46,-125.44,10,5.49,578
-13409547.2813,4335076.4128,579,1983,6,11,3,9,52.67,36.25,-120.46,7.3,5.44,579
-13403981.3057,4333696.1277,580,1983,7,9,7,40,51.24,36.24,-120.41,9.1,5.14,580
-13400641.7207,4336456.8758,581,1983,7,22,2,39,54.78,36.26,-120.38,9.2,5.68,581
